flat_id,id,building_id,floor,is_apartment,kitchen_area,living_area,rooms,studio,total_area,build_year,building_type_int,latitude,longitude,ceiling_height,flats_count,floors_total,has_elevator,target
356.0,1087,21788.0,9,0,13.399999618530272,14.0,2,0,36.0,2011,2,55.57255935668945,37.487342834472656,2.700000047683716,197,12,1,9000000
357.0,1088,7852.0,4,0,6.199999809265137,27.899999618530277,2,0,44.400001525878906,1968,4,55.85128402709961,37.502254486083984,2.640000104904175,287,9,1,10900000
358.0,1089,23505.0,2,0,8.0,20.0,1,0,38.0,2016,4,55.63666915893555,37.31980895996094,2.700000047683716,384,17,1,9850000
359.0,1090,12281.0,4,0,8.699999809265137,20.899999618530277,1,0,39.20000076293945,1978,4,55.59838485717773,37.58101272583008,2.640000104904175,187,16,1,10300000
361.0,1092,18217.0,4,0,9.100000381469728,14.300000190734863,1,0,35.5,2001,4,55.68410110473633,37.48658752441406,2.640000104904175,108,9,1,13700000
362.0,1093,16560.0,15,0,8.5,19.200000762939453,1,0,39.0,1996,4,55.66205978393555,37.55678176879883,2.640000104904175,256,17,1,12900000
363.0,1094,9387.0,10,0,5.800000190734863,28.299999237060547,2,0,44.59999847412109,1971,4,55.63003158569336,37.680965423583984,2.640000104904175,164,12,1,11200000
364.0,1095,22790.0,11,0,10.0,18.0,1,0,40.0,2014,4,55.64208221435547,37.32738876342773,2.740000009536743,266,17,1,9900000
365.0,1096,12300.0,1,0,6.0,15.0,1,0,30.0,1978,4,55.60502624511719,37.55288314819336,2.640000104904175,570,9,1,8889000
367.0,1097,22460.0,16,0,10.0,18.799999237060547,1,0,37.900001525878906,2013,4,55.64057922363281,37.32746124267578,2.700000047683716,261,17,1,9650000
368.0,1098,22791.0,14,0,10.100000381469728,18.899999618530277,1,0,40.0,2014,4,55.64210891723633,37.32880783081055,2.740000009536743,266,17,1,10900000
369.0,1099,13276.0,8,0,8.600000381469727,27.299999237060547,2,0,45.59999847412109,1981,4,55.64965057373047,37.40221786499024,2.640000104904175,144,9,1,10600000
371.0,1100,23498.0,15,0,10.0,0.0,1,0,38.5,2016,4,55.634796142578125,37.31949234008789,2.700000047683716,320,17,1,9500000
372.0,1101,13499.0,4,0,8.600000381469727,20.899999618530277,1,0,39.0,1982,4,55.57789611816406,37.66560363769531,2.640000104904175,379,12,1,8000000
373.0,1102,11568.0,1,0,8.5,30.200000762939453,2,0,52.79999923706055,1976,4,55.59258270263672,37.64311218261719,2.700000047683716,286,12,1,10300000
374.0,1103,12480.0,7,0,6.800000190734863,29.5,2,0,44.20000076293945,1978,4,55.89209747314453,37.62190246582031,2.640000104904175,209,9,1,11700000
375.0,1104,3893.0,1,0,7.0,19.0,1,0,30.0,1961,4,55.6777458190918,37.56110382080078,2.640000104904175,64,8,1,11000000
376.0,1105,24499.0,8,0,12.0,0.0,2,0,43.0,2020,1,55.57180404663086,37.49289321899414,2.8499999046325684,418,12,1,11600000
377.0,1106,17292.0,3,0,8.399999618530273,20.0,1,0,38.29999923706055,1998,4,55.88621139526367,37.68367004394531,2.640000104904175,135,17,1,10250000
378.0,1107,8293.0,2,0,6.0,44.400001525878906,3,0,58.70000076293945,1969,4,55.65530014038086,37.41154479980469,2.640000104904175,142,9,1,13000000
379.0,1108,9347.0,1,0,6.0,18.799999237060547,1,0,32.599998474121094,1971,4,55.5986328125,37.61579513549805,2.640000104904175,357,9,1,8500000
382.0,1109,23590.0,16,0,10.0,15.0,1,0,34.400001525878906,2017,2,55.62017059326172,37.26305389404297,2.700000047683716,504,17,1,9990000
384.0,1110,18564.0,7,0,10.100000381469728,50.20000076293945,3,0,85.30000305175781,2002,4,55.66383361816406,37.474639892578125,2.799999952316284,334,17,1,27000000
386.0,1112,22148.0,7,0,9.100000381469728,18.899999618530277,1,0,39.0,2012,4,55.56783676147461,37.471641540527344,2.740000009536743,186,17,1,11700000
387.0,1113,9909.0,4,0,8.0,19.200000762939453,1,0,35.0,1972,4,55.63362121582031,37.51427459716797,2.640000104904175,435,9,1,12100000
